label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
s,0.52785,0.4934,0.0,0.494074,0.455227,-0.004821,0.47139,0.39296,-0.021093,0.464788,0.341648,-0.036244,0.471763,0.32134,-0.050778,0.433776,0.402706,-0.049638,0.431548,0.337265,-0.078798,0.431912,0.290245,-0.096429,0.431452,0.2539,-0.10711,0.451358,0.421845,-0.060755,0.489303,0.315176,-0.090199,0.50992,0.327947,-0.089802,0.509808,0.357447,-0.085086,0.481685,0.436696,-0.070581,0.523256,0.344327,-0.090782,0.534923,0.364775,-0.07508,0.527006,0.393857,-0.060754,0.514478,0.447937,-0.081093,0.546085,0.370773,-0.087818,0.550951,0.387973,-0.072804,0.540759,0.416656,-0.060738
s,0.54403,0.531054,0.0,0.50906,0.480249,-0.009071,0.473074,0.427583,-0.021514,0.450256,0.389762,-0.033615,0.441697,0.366249,-0.04476,0.43539,0.462575,-0.034855,0.426965,0.412946,-0.060945,0.422724,0.37343,-0.075379,0.420948,0.339042,-0.084283,0.454941,0.482766,-0.04425,0.488193,0.376175,-0.075546,0.507198,0.39264,-0.077262,0.508004,0.421682,-0.073598,0.48456,0.497137,-0.054574,0.526255,0.406702,-0.080784,0.535463,0.427735,-0.072975,0.52591,0.451545,-0.063222,0.519338,0.509047,-0.065958,0.548671,0.4377,-0.079575,0.553226,0.453175,-0.073265,0.54294,0.477945,-0.066887
s,0.541975,0.590338,-0.0,0.488531,0.525048,0.000459,0.441524,0.497424,-0.013561,0.408715,0.487224,-0.031683,0.40567,0.492277,-0.049798,0.403452,0.557619,-0.02216,0.36687,0.546787,-0.044014,0.349916,0.524065,-0.056539,0.339519,0.50293,-0.064961,0.418654,0.585897,-0.036555,0.431829,0.487859,-0.064269,0.464257,0.481008,-0.066543,0.475465,0.49506,-0.064233,0.446669,0.598932,-0.051021,0.470776,0.501589,-0.074614,0.490439,0.502613,-0.067276,0.490577,0.523207,-0.058875,0.479618,0.601594,-0.065927,0.499264,0.521918,-0.075843,0.510425,0.521632,-0.067692,0.505487,0.543491,-0.060753
s,0.49453,0.591229,0.0,0.419191,0.540336,-0.005999,0.366179,0.544643,-0.015802,0.325187,0.565236,-0.027724,0.293023,0.588406,-0.036639,0.333118,0.635057,-0.007482,0.317355,0.557397,-0.033689,0.338454,0.524628,-0.050276,0.356298,0.514849,-0.057639,0.348219,0.64897,-0.013654,0.335483,0.546619,-0.036454,0.365266,0.520914,-0.042697,0.384481,0.522366,-0.043208,0.371621,0.645409,-0.022222,0.368772,0.54373,-0.041691,0.394644,0.534401,-0.037097,0.407809,0.548156,-0.029672,0.397125,0.63353,-0.031877,0.39292,0.549635,-0.039796,0.41123,0.544831,-0.03312,0.420695,0.561702,-0.025701
s,0.474658,0.552578,-0.0,0.429076,0.492288,-0.004585,0.378596,0.469923,-0.006422,0.344207,0.466289,-0.010046,0.321699,0.458553,-0.012107,0.31286,0.508233,-0.004165,0.286554,0.451917,-0.021753,0.265959,0.430512,-0.033835,0.24226,0.416226,-0.044077,0.3224,0.5262,-0.012049,0.34158,0.420209,-0.033294,0.368651,0.428779,-0.038205,0.37379,0.446815,-0.040523,0.34904,0.534196,-0.022221,0.376903,0.431901,-0.040959,0.399458,0.452806,-0.037968,0.399287,0.475302,-0.035186,0.38074,0.534119,-0.034189,0.405012,0.455401,-0.049063,0.422502,0.467529,-0.050396,0.421912,0.489681,-0.049838
s,0.563154,0.597953,-0.0,0.508845,0.543071,-0.007586,0.46043,0.506407,-0.022576,0.435585,0.48713,-0.039469,0.435921,0.483715,-0.05381,0.433687,0.556075,-0.034053,0.434293,0.461357,-0.061152,0.461887,0.466169,-0.075625,0.467706,0.491666,-0.084244,0.465606,0.576985,-0.044053,0.483593,0.46997,-0.065987,0.497829,0.487416,-0.066125,0.494614,0.524033,-0.067932,0.500527,0.587585,-0.055513,0.521434,0.492054,-0.070643,0.526774,0.512154,-0.062355,0.518419,0.544279,-0.058649,0.534456,0.59205,-0.068533,0.548358,0.516041,-0.073464,0.549938,0.534388,-0.066059,0.541145,0.567978,-0.063103
t,0.448432,0.689359,1e-06,0.417803,0.606594,0.01077,0.377702,0.565004,-0.000556,0.352445,0.534931,-0.018934,0.334806,0.505512,-0.037556,0.310896,0.593967,-0.02022,0.314216,0.5172,-0.058173,0.351732,0.476217,-0.090292,0.38452,0.441846,-0.114036,0.305932,0.611521,-0.051224,0.23173,0.576975,-0.090446,0.188477,0.534009,-0.127307,0.149578,0.502768,-0.15704,0.321512,0.639098,-0.081243,0.234358,0.637055,-0.116661,0.189087,0.619061,-0.141342,0.150318,0.604751,-0.160975,0.349543,0.663669,-0.109769,0.298231,0.694328,-0.14078,0.25766,0.702279,-0.154791,0.217657,0.706722,-0.166395
t,0.452751,0.694611,0.0,0.421212,0.619823,-0.006038,0.376482,0.565417,-0.02088,0.349189,0.520089,-0.040004,0.328948,0.489542,-0.058067,0.309844,0.593385,-0.021714,0.282354,0.521919,-0.062741,0.308081,0.479069,-0.093365,0.32778,0.445038,-0.111007,0.304804,0.615712,-0.040571,0.228893,0.604311,-0.070922,0.17871,0.596721,-0.093184,0.133994,0.596829,-0.10924,0.319763,0.643441,-0.062461,0.240224,0.633549,-0.092143,0.196435,0.617977,-0.107465,0.155354,0.606455,-0.117189,0.348382,0.66613,-0.085025,0.301686,0.688594,-0.111668,0.261344,0.70088,-0.121394,0.219083,0.708177,-0.126953
t,0.465037,0.702229,0.0,0.432972,0.629384,-0.007679,0.385304,0.57608,-0.021766,0.352981,0.532363,-0.038883,0.323947,0.506306,-0.054821,0.322759,0.598442,-0.024512,0.309173,0.528403,-0.065533,0.341783,0.484138,-0.096364,0.363725,0.449404,-0.1144,0.317427,0.621484,-0.042395,0.239842,0.612392,-0.073299,0.188057,0.601872,-0.096394,0.139966,0.598717,-0.113435,0.332106,0.651487,-0.063309,0.251732,0.646704,-0.095403,0.205222,0.632291,-0.114017,0.160465,0.620964,-0.125902,0.360289,0.677066,-0.08451,0.311542,0.701228,-0.113131,0.269636,0.714459,-0.124493,0.225349,0.722213,-0.131526
t,0.45466,0.698737,0.0,0.42058,0.625238,-0.009693,0.377979,0.570127,-0.02743,0.352519,0.519602,-0.048663,0.334012,0.484807,-0.068153,0.309118,0.602254,-0.025997,0.282747,0.531142,-0.067708,0.315771,0.488243,-0.098309,0.340793,0.452392,-0.115627,0.30602,0.62615,-0.042883,0.226471,0.620802,-0.074322,0.17442,0.614327,-0.097767,0.125989,0.612083,-0.115048,0.32246,0.655265,-0.062824,0.243662,0.650989,-0.093053,0.20146,0.63155,-0.108574,0.162154,0.6145,-0.118431,0.350846,0.678728,-0.083702,0.300844,0.705335,-0.108804,0.259767,0.717688,-0.117273,0.216667,0.723009,-0.122288
t,0.454931,0.698191,0.0,0.420775,0.62962,-0.009811,0.374772,0.573529,-0.026465,0.348966,0.521487,-0.046751,0.338707,0.482547,-0.066806,0.304913,0.606247,-0.0273,0.250329,0.546506,-0.06113,0.252628,0.504611,-0.086411,0.251586,0.463933,-0.1038,0.30472,0.62901,-0.044414,0.223076,0.631687,-0.075227,0.173045,0.6279,-0.097819,0.12892,0.624011,-0.114735,0.323438,0.654966,-0.0639,0.243127,0.651782,-0.093602,0.201204,0.634715,-0.109898,0.162824,0.61843,-0.120974,0.353165,0.676045,-0.084467,0.302442,0.704436,-0.112598,0.260844,0.718442,-0.125708,0.217403,0.724357,-0.134211
t,0.445203,0.68753,0.0,0.412618,0.618295,-0.010897,0.368091,0.561767,-0.027899,0.343569,0.513741,-0.047977,0.332712,0.476394,-0.069134,0.295536,0.596056,-0.030494,0.231636,0.544244,-0.060482,0.206508,0.504895,-0.082521,0.183141,0.464402,-0.099367,0.29578,0.619919,-0.04779,0.21454,0.617862,-0.078397,0.16276,0.616027,-0.100618,0.11676,0.612845,-0.117098,0.314879,0.645338,-0.066816,0.233777,0.640649,-0.096318,0.187893,0.626272,-0.113028,0.145338,0.610931,-0.124954,0.345651,0.666489,-0.086923,0.295541,0.694074,-0.11619,0.254273,0.707239,-0.130378,0.211831,0.712574,-0.139885
t,0.448796,0.685827,0.0,0.416027,0.614219,-0.009026,0.369322,0.556821,-0.025012,0.341152,0.506802,-0.04491,0.327725,0.46981,-0.063914,0.300257,0.587433,-0.023831,0.259825,0.520419,-0.061735,0.27764,0.478034,-0.090543,0.288695,0.441631,-0.108371,0.296981,0.611817,-0.041485,0.216794,0.605291,-0.071103,0.16664,0.601602,-0.093484,0.120899,0.601414,-0.110036,0.313846,0.639867,-0.062058,0.233112,0.631798,-0.090182,0.188945,0.616695,-0.105382,0.147717,0.603617,-0.115524,0.342794,0.662889,-0.083756,0.292363,0.686006,-0.108094,0.251917,0.698175,-0.11728,0.209991,0.703989,-0.123116
t,0.454054,0.687912,0.0,0.421617,0.612684,-0.0076,0.376454,0.555796,-0.023125,0.348917,0.507323,-0.042721,0.332771,0.472303,-0.061486,0.306664,0.582467,-0.023169,0.267475,0.516406,-0.062203,0.28523,0.474546,-0.092331,0.296934,0.440028,-0.110693,0.303836,0.607069,-0.041072,0.224057,0.601029,-0.070534,0.173555,0.596106,-0.093145,0.12842,0.596068,-0.109827,0.320402,0.635197,-0.061774,0.239364,0.624355,-0.090028,0.194104,0.609007,-0.105109,0.151431,0.596387,-0.11501,0.349278,0.657657,-0.083392,0.30029,0.679421,-0.109097,0.260119,0.692167,-0.118558,0.218038,0.699076,-0.123998
t,0.459752,0.688343,0.0,0.428818,0.611962,-0.00885,0.386159,0.55281,-0.024718,0.359278,0.502332,-0.044239,0.342557,0.467477,-0.062814,0.317916,0.578625,-0.022483,0.288479,0.510897,-0.06366,0.313471,0.469572,-0.095198,0.332694,0.435171,-0.113402,0.31317,0.601785,-0.039499,0.23456,0.588737,-0.068547,0.184146,0.581232,-0.090177,0.13901,0.580405,-0.105918,0.327694,0.629988,-0.059902,0.246875,0.617653,-0.087908,0.201429,0.602874,-0.102859,0.158445,0.591249,-0.112546,0.355678,0.653668,-0.081321,0.306324,0.674269,-0.105976,0.266685,0.68615,-0.114511,0.225337,0.693079,-0.119422
t,0.472435,0.68632,0.0,0.441462,0.605582,-0.007457,0.399946,0.547225,-0.022471,0.374251,0.495346,-0.04117,0.357963,0.457103,-0.059269,0.335775,0.569123,-0.020688,0.324425,0.498397,-0.064152,0.35768,0.457119,-0.097585,0.385372,0.428313,-0.115919,0.327701,0.592627,-0.039328,0.250694,0.565052,-0.069006,0.19941,0.545116,-0.092578,0.153532,0.537178,-0.10911,0.34058,0.622813,-0.061332,0.261596,0.612062,-0.091598,0.212276,0.596974,-0.111473,0.165302,0.585268,-0.123845,0.369966,0.650308,-0.083688,0.320112,0.671832,-0.108932,0.280429,0.683323,-0.117714,0.239646,0.68962,-0.122874
u,0.567789,0.510273,0.0,0.534781,0.446602,-0.035309,0.495333,0.407475,-0.071161,0.455088,0.393404,-0.109202,0.4225,0.41548,-0.145704,0.392645,0.397432,-0.049489,0.318683,0.364907,-0.081678,0.267263,0.351056,-0.095021,0.225562,0.346375,-0.102566,0.392647,0.451749,-0.055114,0.386447,0.409508,-0.108755,0.450423,0.406938,-0.117636,0.479341,0.397115,-0.110681,0.39994,0.500889,-0.064907,0.388466,0.462727,-0.113573,0.446411,0.443727,-0.108706,0.485089,0.437012,-0.092755,0.412696,0.548853,-0.078455,0.352303,0.549956,-0.108453,0.307652,0.548417,-0.111731,0.26201,0.545299,-0.108426
u,0.580684,0.496006,-0.0,0.559319,0.41277,-0.038962,0.517667,0.354435,-0.069555,0.476664,0.341165,-0.10034,0.445585,0.387181,-0.129843,0.399178,0.366742,-0.050771,0.321114,0.346469,-0.082147,0.26689,0.33325,-0.096664,0.222631,0.324614,-0.10459,0.399633,0.43016,-0.053472,0.383859,0.391083,-0.106775,0.449023,0.391608,-0.118586,0.482809,0.391539,-0.113602,0.410732,0.487424,-0.059877,0.397366,0.450833,-0.112731,0.459924,0.432565,-0.110104,0.498759,0.42341,-0.093658,0.426646,0.537308,-0.069511,0.362528,0.536845,-0.100527,0.322286,0.538769,-0.102081,0.278755,0.535065,-0.096911
u,0.584562,0.503984,-0.0,0.564028,0.419546,-0.041769,0.521639,0.358648,-0.074748,0.479018,0.340458,-0.108163,0.449772,0.387765,-0.140322,0.404141,0.366981,-0.053501,0.322248,0.345538,-0.084874,0.266347,0.332145,-0.098071,0.221693,0.322649,-0.104581,0.402481,0.429826,-0.05529,0.388947,0.388532,-0.109831,0.458625,0.394431,-0.120781,0.493229,0.39846,-0.114,0.41271,0.486744,-0.060559,0.395827,0.454138,-0.113747,0.462274,0.444343,-0.108932,0.501444,0.440638,-0.090063,0.428435,0.537244,-0.069374,0.363646,0.542858,-0.098985,0.323107,0.543428,-0.097921,0.279453,0.536974,-0.090163
u,0.586269,0.503996,-0.0,0.564891,0.419422,-0.039545,0.524264,0.357693,-0.071839,0.483819,0.339705,-0.105154,0.452588,0.385389,-0.137252,0.404311,0.366066,-0.051638,0.322779,0.344981,-0.082447,0.266712,0.331647,-0.09481,0.222356,0.322986,-0.100883,0.403459,0.428676,-0.054675,0.38908,0.390488,-0.108028,0.459392,0.397049,-0.117898,0.493031,0.39992,-0.11088,0.414502,0.48479,-0.061113,0.398167,0.45498,-0.114516,0.465572,0.445902,-0.108901,0.503269,0.442242,-0.089822,0.430943,0.534836,-0.070845,0.365951,0.541857,-0.101217,0.326453,0.543719,-0.099771,0.282522,0.538914,-0.091832
u,0.583879,0.505962,-0.0,0.563723,0.419215,-0.039902,0.522099,0.355915,-0.071331,0.480943,0.340737,-0.103393,0.449786,0.387653,-0.134259,0.402694,0.366877,-0.051733,0.320514,0.345683,-0.082236,0.26532,0.331717,-0.095076,0.220539,0.322281,-0.101594,0.401377,0.429095,-0.054225,0.3887,0.389554,-0.108789,0.458763,0.395076,-0.120997,0.49378,0.400088,-0.115502,0.412322,0.485638,-0.059895,0.396122,0.45466,-0.113981,0.463354,0.444574,-0.11041,0.501898,0.44153,-0.092507,0.428318,0.536443,-0.068687,0.362651,0.543036,-0.098906,0.323038,0.543232,-0.098164,0.27909,0.537448,-0.090798
u,0.58664,0.510281,-0.0,0.565348,0.422531,-0.041384,0.523952,0.361492,-0.073977,0.482412,0.344969,-0.107085,0.453161,0.390847,-0.138888,0.406111,0.371941,-0.053059,0.32557,0.350357,-0.083726,0.269758,0.33617,-0.096304,0.224813,0.32657,-0.102629,0.404226,0.433748,-0.054942,0.39186,0.394252,-0.108389,0.459962,0.40022,-0.119063,0.494239,0.405223,-0.112711,0.414552,0.489766,-0.060308,0.397576,0.458486,-0.113416,0.464109,0.449382,-0.109612,0.502721,0.447189,-0.0918,0.430672,0.53881,-0.069092,0.365874,0.54438,-0.098767,0.326763,0.545675,-0.098384,0.284181,0.541901,-0.091436
u,0.592797,0.522116,-0.0,0.573453,0.436587,-0.039006,0.531732,0.376574,-0.069485,0.490814,0.361452,-0.100691,0.458382,0.403872,-0.13042,0.415459,0.384935,-0.049962,0.334816,0.361888,-0.080094,0.280691,0.348611,-0.093225,0.23617,0.339372,-0.100192,0.41341,0.446014,-0.052338,0.399798,0.405131,-0.105521,0.465394,0.41059,-0.118443,0.498143,0.415494,-0.114293,0.422685,0.50197,-0.057921,0.403675,0.469226,-0.110213,0.469668,0.460297,-0.107825,0.508554,0.458471,-0.091589,0.437421,0.551539,-0.066706,0.372992,0.557289,-0.096627,0.333004,0.55979,-0.097611,0.289449,0.55683,-0.091874
u,0.607076,0.529235,-0.0,0.586613,0.4434,-0.039748,0.543455,0.381946,-0.068215,0.502388,0.369725,-0.09671,0.473452,0.41453,-0.123712,0.427333,0.389588,-0.047632,0.353046,0.366707,-0.076305,0.300822,0.356561,-0.088888,0.258483,0.349827,-0.095426,0.423661,0.452481,-0.048556,0.412753,0.414834,-0.098767,0.477698,0.422844,-0.110633,0.51067,0.427648,-0.106038,0.433937,0.50954,-0.052938,0.423722,0.478354,-0.104249,0.486027,0.469473,-0.103546,0.52113,0.466766,-0.088331,0.450035,0.559685,-0.060384,0.385785,0.562354,-0.089856,0.346628,0.564794,-0.090904,0.305455,0.562376,-0.085072
v,0.640532,0.629252,1e-06,0.606475,0.555226,-0.031808,0.541171,0.518981,-0.044852,0.511326,0.576399,-0.059622,0.503632,0.658547,-0.074786,0.436524,0.566514,-0.016324,0.358636,0.548337,-0.037463,0.311497,0.530808,-0.053842,0.267442,0.518053,-0.066869,0.437106,0.637591,-0.022754,0.356093,0.676857,-0.051657,0.306737,0.688995,-0.07509,0.263259,0.702695,-0.089038,0.459546,0.690295,-0.033092,0.424246,0.706512,-0.078624,0.481755,0.673696,-0.093887,0.518,0.656459,-0.091995,0.497585,0.732005,-0.045769,0.488629,0.719495,-0.082493,0.526067,0.688771,-0.089081,0.549396,0.671884,-0.08625
v,0.641556,0.654486,1e-06,0.608132,0.582443,-0.03189,0.545943,0.553272,-0.048296,0.518007,0.6014,-0.066583,0.503857,0.672485,-0.083067,0.443142,0.589932,-0.020879,0.366369,0.561378,-0.05137,0.318761,0.542808,-0.072589,0.273322,0.530719,-0.087692,0.444714,0.661021,-0.029293,0.358808,0.68877,-0.067443,0.30309,0.701948,-0.094613,0.251353,0.718485,-0.110067,0.471388,0.714118,-0.041753,0.427463,0.730075,-0.097066,0.485026,0.680402,-0.10949,0.523979,0.65165,-0.103353,0.513799,0.750869,-0.056328,0.496965,0.733174,-0.101674,0.534137,0.694031,-0.107922,0.560307,0.672676,-0.102988
v,0.634005,0.652345,1e-06,0.604337,0.582699,-0.033273,0.544015,0.557521,-0.052018,0.516589,0.602705,-0.072154,0.504882,0.671412,-0.090379,0.44327,0.590187,-0.028213,0.365482,0.560172,-0.058912,0.318621,0.540713,-0.078989,0.274914,0.529545,-0.09299,0.445803,0.659768,-0.0364,0.357021,0.688728,-0.074938,0.302174,0.699964,-0.100409,0.250986,0.716951,-0.114382,0.47273,0.712831,-0.048237,0.42646,0.726343,-0.103943,0.48272,0.677361,-0.115215,0.521082,0.653413,-0.10793,0.514446,0.751552,-0.062091,0.492079,0.729013,-0.107208,0.527601,0.689834,-0.11152,0.554887,0.673674,-0.105091
v,0.627702,0.642278,1e-06,0.598841,0.571915,-0.034114,0.538611,0.542953,-0.053607,0.510544,0.589524,-0.074222,0.495184,0.65972,-0.09246,0.435087,0.579277,-0.026909,0.358152,0.550355,-0.058749,0.309729,0.528677,-0.080247,0.265884,0.514452,-0.095274,0.437396,0.650335,-0.034674,0.351047,0.680125,-0.07458,0.294786,0.690289,-0.10164,0.242888,0.705357,-0.116678,0.464297,0.704506,-0.046261,0.418737,0.716164,-0.102297,0.47336,0.668972,-0.112879,0.511299,0.646312,-0.105483,0.506306,0.742977,-0.060132,0.488469,0.715811,-0.106214,0.523724,0.675617,-0.11117,0.54977,0.658985,-0.105067
v,0.624203,0.637953,1e-06,0.596138,0.56839,-0.035146,0.537318,0.538435,-0.05555,0.509793,0.583564,-0.076645,0.493751,0.654132,-0.095594,0.434309,0.574388,-0.030702,0.356877,0.544819,-0.063094,0.309654,0.524677,-0.084632,0.26508,0.511989,-0.099444,0.436042,0.64578,-0.037886,0.347484,0.674937,-0.077911,0.291542,0.685751,-0.104469,0.239295,0.701279,-0.118873,0.462156,0.700006,-0.048677,0.416626,0.711073,-0.105524,0.471581,0.662184,-0.11661,0.510054,0.638244,-0.109081,0.50355,0.7389,-0.061631,0.485162,0.712685,-0.108625,0.521402,0.672063,-0.11335,0.548972,0.654216,-0.106602
v,0.628249,0.640042,1e-06,0.597115,0.570248,-0.032077,0.535607,0.5427,-0.049706,0.507491,0.589327,-0.068683,0.496739,0.65998,-0.085889,0.433477,0.576125,-0.024912,0.356069,0.545891,-0.055301,0.309099,0.526229,-0.076738,0.264933,0.513941,-0.091806,0.436308,0.645738,-0.033331,0.347727,0.673282,-0.070707,0.291907,0.685545,-0.09739,0.239885,0.702151,-0.112436,0.463139,0.698124,-0.045277,0.415782,0.715901,-0.100218,0.473209,0.66887,-0.111523,0.513266,0.643068,-0.104296,0.505583,0.735548,-0.059128,0.482275,0.720519,-0.104457,0.51961,0.68118,-0.10793,0.548791,0.660482,-0.100453
v,0.633695,0.641883,1e-06,0.602947,0.572872,-0.032672,0.539952,0.545466,-0.049944,0.512429,0.590427,-0.068684,0.503329,0.661032,-0.085544,0.437206,0.578311,-0.023738,0.360639,0.547916,-0.0544,0.313948,0.528348,-0.076032,0.270217,0.516476,-0.091589,0.44004,0.648286,-0.032487,0.351987,0.674998,-0.070575,0.296789,0.686302,-0.098067,0.244475,0.702535,-0.11386,0.467058,0.700863,-0.045135,0.419316,0.719238,-0.101869,0.478076,0.670739,-0.115273,0.517759,0.642625,-0.109415,0.509805,0.73765,-0.059698,0.489727,0.721823,-0.107517,0.527912,0.681183,-0.11381,0.556007,0.658555,-0.108405
v,0.632952,0.636557,1e-06,0.604122,0.566952,-0.035946,0.543141,0.536615,-0.056372,0.516192,0.583102,-0.077721,0.504427,0.655077,-0.097189,0.439637,0.573408,-0.029988,0.36256,0.544549,-0.063015,0.315492,0.52454,-0.085425,0.270871,0.510908,-0.101105,0.442171,0.644818,-0.037835,0.354037,0.673312,-0.07833,0.298468,0.685055,-0.10566,0.246138,0.701224,-0.120833,0.469195,0.698548,-0.04966,0.424008,0.712881,-0.108004,0.480965,0.664576,-0.120267,0.51968,0.63923,-0.113437,0.511665,0.737217,-0.063735,0.493164,0.716909,-0.112018,0.530791,0.677516,-0.117456,0.558074,0.658345,-0.111403
v,0.635282,0.635704,1e-06,0.605203,0.564997,-0.033703,0.543852,0.535851,-0.052638,0.516951,0.582501,-0.07283,0.503674,0.654283,-0.091148,0.440141,0.571843,-0.026835,0.362503,0.542358,-0.058895,0.314889,0.522167,-0.081092,0.269634,0.509456,-0.096639,0.442868,0.643137,-0.035207,0.354096,0.672909,-0.074468,0.298129,0.68609,-0.101685,0.245271,0.70416,-0.116878,0.470205,0.696221,-0.047375,0.423278,0.713524,-0.104879,0.480204,0.664254,-0.117068,0.519516,0.638002,-0.110079,0.513269,0.734008,-0.061535,0.491983,0.716215,-0.1094,0.529269,0.675487,-0.114402,0.557498,0.654706,-0.107797
v,0.631705,0.629155,1e-06,0.603489,0.557555,-0.036567,0.544138,0.526214,-0.058238,0.515413,0.571511,-0.080551,0.498617,0.643267,-0.100657,0.438642,0.564131,-0.033619,0.359668,0.535143,-0.067372,0.311756,0.514687,-0.089758,0.266024,0.502289,-0.1054,0.440617,0.637026,-0.040898,0.351394,0.668439,-0.082684,0.295386,0.680146,-0.110209,0.242855,0.697526,-0.125376,0.467345,0.692258,-0.051843,0.422141,0.702802,-0.110267,0.476465,0.651049,-0.122218,0.51441,0.626,-0.115399,0.50951,0.731788,-0.065132,0.493497,0.701369,-0.11364,0.52956,0.65947,-0.119872,0.556265,0.641802,-0.114352
v,0.635026,0.62769,1e-06,0.604175,0.556856,-0.033643,0.541756,0.527278,-0.052499,0.513986,0.572246,-0.072714,0.500375,0.643298,-0.090896,0.436718,0.564782,-0.025483,0.358848,0.534195,-0.057755,0.310861,0.513629,-0.079744,0.26639,0.500924,-0.094861,0.440076,0.636484,-0.034079,0.350336,0.667643,-0.074337,0.293582,0.681162,-0.101683,0.240854,0.699785,-0.116229,0.468234,0.689983,-0.046584,0.420442,0.704758,-0.105661,0.477537,0.654099,-0.117996,0.516673,0.62798,-0.110246,0.511943,0.728009,-0.06097,0.490625,0.706589,-0.110199,0.528571,0.665895,-0.115211,0.556993,0.646828,-0.107939
w,0.674305,0.518423,1e-06,0.643016,0.445532,-0.038365,0.581055,0.395764,-0.052609,0.55557,0.458191,-0.059985,0.551381,0.543047,-0.069757,0.464199,0.437435,-0.045364,0.376169,0.411885,-0.067097,0.32392,0.400734,-0.082513,0.270462,0.390481,-0.094495,0.46441,0.514805,-0.051472,0.367867,0.513592,-0.073917,0.304572,0.521851,-0.097181,0.243774,0.530778,-0.111452,0.489775,0.575048,-0.060195,0.41491,0.596977,-0.10256,0.355006,0.613405,-0.138995,0.292935,0.63347,-0.160942,0.538776,0.61957,-0.069702,0.512739,0.588019,-0.112948,0.55623,0.555109,-0.121611,0.595445,0.538837,-0.123348
w,0.668249,0.521723,1e-06,0.637529,0.450718,-0.03423,0.573085,0.399615,-0.047334,0.545165,0.457378,-0.055368,0.541589,0.543436,-0.0663,0.455829,0.43979,-0.033343,0.370011,0.418691,-0.050009,0.317667,0.405441,-0.061569,0.267668,0.396537,-0.070744,0.452979,0.518652,-0.039035,0.358188,0.520309,-0.054738,0.293328,0.526186,-0.074907,0.235286,0.533203,-0.087899,0.477965,0.57905,-0.047574,0.407857,0.603496,-0.08443,0.344107,0.621047,-0.123914,0.283636,0.640399,-0.149646,0.523164,0.623368,-0.056762,0.512165,0.580584,-0.099065,0.556233,0.552076,-0.115655,0.593225,0.538518,-0.124072
w,0.66746,0.515965,1e-06,0.635877,0.445295,-0.036473,0.570864,0.395305,-0.04844,0.545332,0.454541,-0.054107,0.544557,0.539262,-0.061905,0.455076,0.43818,-0.034878,0.369531,0.412167,-0.050801,0.316906,0.398954,-0.06142,0.266289,0.390521,-0.069707,0.454943,0.516651,-0.038588,0.359605,0.516881,-0.05574,0.294707,0.523519,-0.074667,0.235295,0.530701,-0.085898,0.480155,0.575775,-0.045212,0.409121,0.598422,-0.081489,0.345781,0.617288,-0.116982,0.283882,0.636916,-0.138838,0.525676,0.617375,-0.052963,0.507046,0.580602,-0.090425,0.550379,0.557087,-0.100912,0.590197,0.546187,-0.104856
w,0.65915,0.512193,1e-06,0.627988,0.442471,-0.032915,0.564238,0.391708,-0.04582,0.536768,0.450297,-0.053562,0.535167,0.533891,-0.063936,0.447705,0.430719,-0.033951,0.360702,0.407223,-0.049442,0.307672,0.394401,-0.059722,0.257272,0.385872,-0.067864,0.446697,0.50968,-0.039627,0.349986,0.511416,-0.054739,0.284818,0.51698,-0.073349,0.225929,0.523117,-0.085031,0.472159,0.570071,-0.047702,0.400289,0.595095,-0.082969,0.335411,0.612771,-0.119705,0.273973,0.632129,-0.14329,0.517781,0.613963,-0.056394,0.500724,0.572064,-0.094939,0.544411,0.544328,-0.10749,0.582958,0.531338,-0.113193
w,0.661416,0.510568,1e-06,0.630727,0.439884,-0.037182,0.565436,0.387058,-0.050399,0.538556,0.443151,-0.057544,0.53643,0.528332,-0.067179,0.449002,0.429861,-0.036392,0.363752,0.403846,-0.053738,0.310837,0.390757,-0.065577,0.259746,0.382511,-0.07498,0.447993,0.509869,-0.040848,0.352381,0.509655,-0.059458,0.286582,0.515704,-0.080202,0.226016,0.52268,-0.092875,0.473339,0.569975,-0.048169,0.402437,0.590695,-0.086161,0.338214,0.608748,-0.123665,0.275178,0.62734,-0.147271,0.518859,0.612284,-0.056517,0.504288,0.571971,-0.096591,0.547739,0.548648,-0.109466,0.585277,0.537618,-0.115234
w,0.656424,0.510468,1e-06,0.626759,0.441593,-0.035225,0.563524,0.391446,-0.048626,0.535269,0.44774,-0.056171,0.52924,0.532056,-0.066092,0.444057,0.430896,-0.036789,0.357532,0.407271,-0.053494,0.304807,0.3942,-0.064072,0.254589,0.386246,-0.072044,0.442165,0.509608,-0.041471,0.34535,0.511244,-0.058889,0.280092,0.51798,-0.077879,0.221421,0.525825,-0.08907,0.466904,0.570242,-0.048784,0.397448,0.59402,-0.0858,0.332183,0.612305,-0.12297,0.270062,0.631725,-0.146362,0.512281,0.61465,-0.056887,0.499776,0.570834,-0.096294,0.543794,0.543945,-0.109396,0.582522,0.531389,-0.115226
